Lista de indices Diarios da TaxaSelic;19940101;20131025;
Data;Taxa Anual;Fator Diário;Fator Acumulado;
10/03/2003;     26,29;          1,00092666;      84,4513269342249146;
11/03/2003;     26,30;          1,00092698;      84,5296116252664024;
12/03/2003;     26,30;          1,00092698;      84,6079688846507919;
13/03/2003;     26,31;          1,00092729;      84,6864250081178397;
14/03/2003;     26,31;          1,00092729;      84,7649538831636173;
17/03/2003;     26,32;          1,00092761;      84,8435827020351787;
18/03/2003;     26,32;          1,00092761;      84,9222844577854136;
19/03/2003;     26,34;          1,00092823;      85,0011118698876637;
20/03/2003;     26,34;          1,00092823;      85,0800124519586495;
21/03/2003;     26,35;          1,00092855;      85,1590134975209157;
24/03/2003;     26,33;          1,00092792;      85,2380342493255353;
25/03/2003;     26,33;          1,00092792;      85,3171283260661695;
26/03/2003;     26,34;          1,00092823;      85,3963222440922739;
27/03/2003;     26,33;          1,00092792;      85,4755631994290120;
28/03/2003;     26,32;          1,00092761;      85,5548511866084343;
31/03/2003;     26,32;          1,00092761;      85,6342127221176442;
01/04/2003;     26,32;          1,00092761;      85,7136478741808077;
02/04/2003;     26,31;          1,00092729;      85,7931292827180569;
03/04/2003;     26,31;          1,00092729;      85,8726843935706285;
04/04/2003;     26,32;          1,00092761;      85,9523407543409485;
07/04/2003;     26,32;          1,00092761;      86,0320710051480827;
08/04/2003;     26,32;          1,00092761;      86,1118752145331682;
09/04/2003;     26,32;          1,00092761;      86,1917534511009213;
10/04/2003;     26,32;          1,00092761;      86,2717057835196970;
11/04/2003;     26,32;          1,00092761;      86,3517322805215477;
14/04/2003;     26,32;          1,00092761;      86,4318330109022823;
15/04/2003;     26,32;          1,00092761;      86,5120080435215254;
16/04/2003;     26,32;          1,00092761;      86,5922574473027764;
17/04/2003;     26,32;          1,00092761;      86,6725812912334689;
22/04/2003;     26,32;          1,00092761;      86,7529796443650300;
23/04/2003;     26,32;          1,00092761;      86,8334525758129394;
24/04/2003;     26,32;          1,00092761;      86,9140001547567893;
25/04/2003;     26,32;          1,00092761;      86,9946224504403432;
28/04/2003;     26,32;          1,00092761;      87,0753195321715962;
29/04/2003;     26,32;          1,00092761;      87,1560914693228339;
30/04/2003;     26,32;          1,00092761;      87,2369383313306924;
02/05/2003;     26,32;          1,00092761;      87,3178601876962181;
05/05/2003;     26,32;          1,00092761;      87,3988571079849270;
06/05/2003;     26,32;          1,00092761;      87,4799291618268649;
07/05/2003;     26,32;          1,00092761;      87,5610764189166671;
08/05/2003;     26,32;          1,00092761;      87,6422989490136184;
09/05/2003;     26,32;          1,00092761;      87,7235968219417129;
12/05/2003;     26,32;          1,00092761;      87,8049701075897143;
13/05/2003;     26,32;          1,00092761;      87,8864188759112155;
14/05/2003;     26,32;          1,00092761;      87,9679431969246996;
15/05/2003;     26,32;          1,00092761;      88,0495431407135989;
16/05/2003;     26,32;          1,00092761;      88,1312187774263562;
19/05/2003;     26,32;          1,00092761;      88,2129701772764847;
20/05/2003;     26,32;          1,00092761;      88,2947974105426281;
21/05/2003;     26,31;          1,00092729;      88,3766722932334502;
22/05/2003;     26,31;          1,00092729;      88,4586230976842426;
23/05/2003;     26,30;          1,00092698;      88,5406224721233340;
26/05/2003;     26,29;          1,00092666;      88,6226695253433518;
27/05/2003;     26,28;          1,00092635;      88,7047651352581536;
28/05/2003;     26,28;          1,00092635;      88,7869367944412000;
29/05/2003;     26,27;          1,00092603;      88,8691561615209564;
30/05/2003;     26,27;          1,00092603;      88,9514516662012096;
02/06/2003;     26,26;          1,00092572;      89,0337958040376454;
03/06/2003;     26,26;          1,00092572;      89,1162161694893591;
04/06/2003;     26,26;          1,00092572;      89,1987128331217788;
05/06/2003;     26,26;          1,00092572;      89,2812858655656563;
06/06/2003;     26,27;          1,00092603;      89,3639630147157461;
09/06/2003;     26,27;          1,00092603;      89,4467167253862633;
10/06/2003;     26,27;          1,00092603;      89,5295470684754727;
11/06/2003;     26,27;          1,00092603;      89,6124541149472931;
12/06/2003;     26,26;          1,00092572;      89,6954101559705821;
13/06/2003;     26,26;          1,00092572;      89,7784429910601672;
16/06/2003;     26,26;          1,00092572;      89,8615526913058514;
17/06/2003;     26,26;          1,00092572;      89,9447393278632471;
18/06/2003;     26,25;          1,00092540;      90,0279741896372517;
20/06/2003;     25,76;          1,00090996;      90,1098960450308540;
23/06/2003;     25,76;          1,00090996;      90,1918924460359903;
24/06/2003;     25,76;          1,00090996;      90,2739634604861852;
25/06/2003;     25,76;          1,00090996;      90,3561091562766892;
26/06/2003;     25,76;          1,00090996;      90,4383296013645347;
27/06/2003;     25,76;          1,00090996;      90,5206248637685924;
30/06/2003;     25,76;          1,00090996;      90,6029950115696273;
01/07/2003;     25,76;          1,00090996;      90,6854401129103552;
02/07/2003;     25,76;          1,00090996;      90,7679602359954991;
03/07/2003;     25,76;          1,00090996;      90,8505554490918456;
04/07/2003;     25,76;          1,00090996;      90,9332258205283012;
07/07/2003;     25,76;          1,00090996;      91,0159714186959491;
08/07/2003;     25,75;          1,00090964;      91,0987631869372517;
09/07/2003;     25,75;          1,00090964;      91,1816302658826173;
10/07/2003;     25,75;          1,00090964;      91,2645727240376748;
11/07/2003;     25,75;          1,00090964;      91,3475906299703684;
14/07/2003;     25,74;          1,00090933;      91,4306557345579193;
15/07/2003;     25,74;          1,00090933;      91,5137963727370249;
16/07/2003;     25,74;          1,00090933;      91,5970126131926459;
17/07/2003;     25,73;          1,00090901;      91,6802752136281641;
18/07/2003;     25,73;          1,00090901;      91,7636135006001042;
21/07/2003;     25,71;          1,00090838;      91,8469697318317794;
22/07/2003;     25,70;          1,00090806;      91,9303722911664665;
23/07/2003;     25,63;          1,00090585;      92,0136474189064197;
24/07/2003;     24,29;          1,00086326;      92,0930791201772648;
25/07/2003;     24,29;          1,00086326;      92,1725793916585490;
28/07/2003;     24,30;          1,00086358;      92,2521777877695975;
29/07/2003;     24,30;          1,00086358;      92,3318449234635596;
30/07/2003;     24,30;          1,00086358;      92,4115808581025643;
31/07/2003;     24,30;          1,00086358;      92,4913856511000045;
01/08/2003;     24,33;          1,00086454;      92,5713481536508065;
04/08/2003;     24,34;          1,00086486;      92,6514094098149729;
05/08/2003;     24,35;          1,00086518;      92,7315695562081566;
06/08/2003;     24,35;          1,00086518;      92,8117990555567968;
07/08/2003;     24,36;          1,00086549;      92,8921267395213907;
08/08/2003;     24,36;          1,00086549;      92,9725239462931790;
11/08/2003;     24,36;          1,00086549;      93,0529907360434563;
12/08/2003;     24,35;          1,00086518;      93,1334983225684664;
13/08/2003;     24,35;          1,00086518;      93,2140755626471862;
14/08/2003;     24,34;          1,00086486;      93,2946926880382972;
15/08/2003;     24,33;          1,00086454;      93,3753496816548138;
18/08/2003;     24,33;          1,00086454;      93,4560764064685917;
19/08/2003;     24,34;          1,00086486;      93,5369028287094901;
20/08/2003;     24,21;          1,00086070;      93,6174100409741604;
21/08/2003;     21,83;          1,00078386;      93,6907929840088784;
22/08/2003;     21,84;          1,00078419;      93,7642643669590083;
25/08/2003;     21,84;          1,00078419;      93,8377933654329339;
26/08/2003;     21,84;          1,00078419;      93,9113800246121728;
27/08/2003;     21,84;          1,00078419;      93,9850243897136734;
28/08/2003;     21,83;          1,00078386;      94,0586954909317943;
29/08/2003;     21,83;          1,00078386;      94,1324243399793161;
01/09/2003;     21,83;          1,00078386;      94,2062109821224523;
02/09/2003;     21,83;          1,00078386;      94,2800554626628988;
03/09/2003;     21,84;          1,00078419;      94,3539889393561644;
04/09/2003;     21,84;          1,00078419;      94,4279803939425181;
05/09/2003;     21,84;          1,00078419;      94,5020298718876439;
08/09/2003;     21,84;          1,00078419;      94,5761374186928795;
09/09/2003;     21,84;          1,00078419;      94,6503030798952443;
10/09/2003;     21,84;          1,00078419;      94,7245269010674673;
11/09/2003;     21,84;          1,00078419;      94,7988089278180154;
12/09/2003;     21,84;          1,00078419;      94,8731492057911210;
15/09/2003;     21,84;          1,00078419;      94,9475477806668104;
16/09/2003;     21,84;          1,00078419;      95,0220046981609315;
17/09/2003;     21,83;          1,00078386;      95,0964886467636319;
18/09/2003;     19,85;          1,00071879;      95,1648430518380391;
19/09/2003;     19,85;          1,00071879;      95,2332465893752698;
22/09/2003;     19,85;          1,00071879;      95,3016992946912468;
23/09/2003;     19,85;          1,00071879;      95,3702012031272780;
24/09/2003;     19,85;          1,00071879;      95,4387523500500738;
25/09/2003;     19,85;          1,00071879;      95,5073527708517663;
26/09/2003;     19,85;          1,00071879;      95,5760025009499269;
29/09/2003;     19,84;          1,00071846;      95,6446700357067593;
30/09/2003;     19,84;          1,00071846;      95,7133869053406132;
01/10/2003;     19,83;          1,00071813;      95,7821215598789455;
02/10/2003;     19,83;          1,00071813;      95,8509055748347413;
03/10/2003;     19,84;          1,00071846;      95,9197706164540371;
06/10/2003;     19,84;          1,00071846;      95,9886851348511347;
07/10/2003;     19,84;          1,00071846;      96,0576491655731198;
08/10/2003;     19,84;          1,00071846;      96,1266627441926175;
09/10/2003;     19,84;          1,00071846;      96,1957259063078101;
10/10/2003;     19,84;          1,00071846;      96,2648386875424560;
13/10/2003;     19,84;          1,00071846;      96,3340011235459078;
14/10/2003;     19,84;          1,00071846;      96,4032132499931306;
15/10/2003;     19,84;          1,00071846;      96,4724751025847206;
16/10/2003;     19,84;          1,00071846;      96,5417867170469237;
17/10/2003;     19,84;          1,00071846;      96,6111481291316532;
20/10/2003;     19,84;          1,00071846;      96,6805593746165091;
21/10/2003;     19,84;          1,00071846;      96,7500204893047961;
22/10/2003;     19,83;          1,00071813;      96,8194995815187805;
23/10/2003;     18,85;          1,00068552;      96,8858712848719033;
24/10/2003;     18,85;          1,00068552;      96,9522884873551087;
27/10/2003;     18,85;          1,00068552;      97,0187512201589604;
28/10/2003;     18,85;          1,00068552;      97,0852595144954037;
29/10/2003;     18,85;          1,00068552;      97,1518134015977806;
30/10/2003;     18,85;          1,00068552;      97,2184129127208439;
31/10/2003;     18,85;          1,00068552;      97,2850580791407723;
03/11/2003;     18,85;          1,00068552;      97,3517489321551849;
04/11/2003;     18,85;          1,00068552;      97,4184855030831559;
05/11/2003;     18,85;          1,00068552;      97,4852678232652295;
06/11/2003;     18,85;          1,00068552;      97,5520959240634343;
07/11/2003;     18,85;          1,00068552;      97,6189698368612982;
10/11/2003;     18,85;          1,00068552;      97,6858895930638634;
11/11/2003;     18,85;          1,00068552;      97,7528552240977005;
12/11/2003;     18,85;          1,00068552;      97,8198667614109240;
13/11/2003;     18,84;          1,00068519;      97,8868919559171751;

14/11/2003;     18,84;          1,00068519;      97,9539630754164500;
17/11/2003;     18,84;          1,00068519;      98,0210801513760946;
18/11/2003;     18,82;          1,00068452;      98,0881775411613146;
19/11/2003;     18,81;          1,00068418;      98,1552875104714263;
20/11/2003;     17,34;          1,00063475;      98,2175915792186981;
21/11/2003;     17,34;          1,00063475;      98,2799351954736072;
24/11/2003;     17,34;          1,00063475;      98,3423183843389340;
25/11/2003;     17,34;          1,00063475;      98,4047411709333932;
26/11/2003;     17,33;          1,00063441;      98,4671701227796450;
27/11/2003;     17,33;          1,00063441;      98,5296386801772376;
28/11/2003;     17,32;          1,00063407;      98,5921133681751776;
01/12/2003;     17,31;          1,00063373;      98,6545941481799913;
02/12/2003;     17,34;          1,00063475;      98,7172151518155485;
03/12/2003;     17,33;          1,00063441;      98,7798423402800118;
04/12/2003;     17,33;          1,00063441;      98,8425092600591089;
05/12/2003;     17,33;          1,00063441;      98,9052159363587830;
08/12/2003;     17,32;          1,00063407;      98,9679287666275500;
09/12/2003;     17,32;          1,00063407;      99,0306813612206055;
10/12/2003;     17,31;          1,00063373;      99,0934400749196519;
11/12/2003;     17,30;          1,00063339;      99,1562048689287052;
12/12/2003;     17,29;          1,00063305;      99,2189757044209805;
15/12/2003;     17,29;          1,00063305;      99,2817862769906642;
16/12/2003;     17,29;          1,00063305;      99,3446366117933132;
17/12/2003;     17,27;          1,00063238;      99,4074601730938790;
18/12/2003;     16,30;          1,00059940;      99,4670450047216315;
19/12/2003;     16,34;          1,00060076;      99,5268008266786681;
22/12/2003;     16,34;          1,00060076;      99,5865925475433035;
23/12/2003;     16,34;          1,00060076;      99,6464201888821657;
24/12/2003;     16,34;          1,00060076;      99,7062837722748385;
26/12/2003;     16,34;          1,00060076;      99,7661833193138703;
29/12/2003;     16,34;          1,00060076;      99,8261188516047813;
30/12/2003;     16,33;          1,00060042;      99,8860564498856619;
31/12/2003;     16,33;          1,00060042;      99,9460300358993022;
02/01/2004;     16,34;          1,00060076;     100,0060736129036691;
05/01/2004;     16,34;          1,00060076;     100,0661532616873571;
06/01/2004;     16,34;          1,00060076;     100,1262690039208484;
07/01/2004;     16,33;          1,00060042;     100,1863868183561826;
08/01/2004;     16,33;          1,00060042;     100,2465407287296600;
09/01/2004;     16,32;          1,00060008;     100,3066966728901561;
12/01/2004;     16,32;          1,00060008;     100,3668887154296240;
13/01/2004;     16,32;          1,00060008;     100,4271168780099790;
14/01/2004;     16,31;          1,00059974;     100,4873470370863967;
15/01/2004;     16,31;          1,00059974;     100,5476133185984189;
16/01/2004;     16,30;          1,00059940;     100,6078815580215868;
19/01/2004;     16,30;          1,00059940;     100,6681859222274649;
20/01/2004;     16,30;          1,00059940;     100,7285264328692481;
21/01/2004;     16,28;          1,00059871;     100,7888336089298712;
22/01/2004;     16,33;          1,00060042;     100,8493492404053449;
23/01/2004;     16,33;          1,00060042;     100,9099012066762691;
26/01/2004;     16,33;          1,00060042;     100,9704895295587816;
27/01/2004;     16,32;          1,00060008;     101,0310799009156793;
28/01/2004;     16,32;          1,00060008;     101,0917066313426208;
29/01/2004;     16,30;          1,00059940;     101,1523010002974475;
30/01/2004;     16,29;          1,00059906;     101,2128972977346857;
02/02/2004;     16,29;          1,00059906;     101,2735298959898667;
03/02/2004;     16,29;          1,00059906;     101,3341988168093583;
04/02/2004;     16,28;          1,00059871;     101,3948686149829703;
05/02/2004;     16,28;          1,00059871;     101,4555747367714467;
06/02/2004;     16,27;          1,00059837;     101,5162827090266887;
09/02/2004;     16,27;          1,00059837;     101,5770270071112890;
10/02/2004;     16,26;          1,00059803;     101,6377731165723517;
11/02/2004;     16,27;          1,00059837;     101,6985901108721151;
12/02/2004;     16,29;          1,00059906;     101,7595136682639342;
13/02/2004;     16,32;          1,00060008;     101,8205775172259860;
16/02/2004;     16,33;          1,00060042;     101,8817126283788788;
17/02/2004;     16,33;          1,00060042;     101,9428844462752101;
18/02/2004;     16,33;          1,00060042;     102,0040929929544426;
19/02/2004;     16,33;          1,00060042;     102,0653382904692723;
20/02/2004;     16,32;          1,00060008;     102,1265856586706171;
25/02/2004;     16,32;          1,00060008;     102,1878697801926722;
26/02/2004;     16,31;          1,00059974;     102,2491559332146450;
27/02/2004;     16,30;          1,00059940;     102,3104440772810138;
01/03/2004;     16,29;          1,00059906;     102,3717341719099498;
02/03/2004;     16,29;          1,00059906;     102,4330609829829742;
03/03/2004;     16,28;          1,00059871;     102,4943886809240959;
04/03/2004;     16,27;          1,00059837;     102,5557182482791004;
05/03/2004;     16,30;          1,00059940;     102,6171901457971189;
08/03/2004;     16,29;          1,00059906;     102,6786639997258602;
09/03/2004;     16,29;          1,00059906;     102,7401746801815359;
10/03/2004;     16,28;          1,00059871;     102,8016862501643074;
11/03/2004;     16,27;          1,00059837;     102,8631996951658182;
12/03/2004;     16,26;          1,00059803;     102,9247149744795182;
15/03/2004;     16,25;          1,00059769;     102,9862320473726149;
16/03/2004;     16,24;          1,00059735;     103,0477508730861129;
17/03/2004;     16,23;          1,00059701;     103,1092714108348541;
18/03/2004;     16,02;          1,00058983;     103,1700883523911068;
19/03/2004;     16,05;          1,00059085;     103,2310463990941171;
22/03/2004;     16,09;          1,00059222;     103,2921818893925886;
23/03/2004;     16,12;          1,00059325;     103,3534599762984708;
24/03/2004;     16,11;          1,00059291;     103,4147392762530179;
25/03/2004;     16,10;          1,00059256;     103,4760187141585544;
26/03/2004;     16,11;          1,00059291;     103,5373706804143661;
29/03/2004;     16,09;          1,00059222;     103,5986875820787211;
30/03/2004;     16,07;          1,00059154;     103,6599703497310240;
31/03/2004;     16,11;          1,00059291;     103,7214313827510830;
01/04/2004;     16,10;          1,00059256;     103,7828925541312460;
02/04/2004;     16,11;          1,00059291;     103,8444264689555159;
05/04/2004;     16,11;          1,00059291;     103,9059968678532243;
06/04/2004;     16,10;          1,00059256;     103,9675674053572394;
07/04/2004;     16,10;          1,00059256;     104,0291744270989579;
08/04/2004;     16,09;          1,00059222;     104,0907825847781745;
12/04/2004;     16,09;          1,00059222;     104,1524272280405318;
13/04/2004;     16,08;          1,00059188;     104,2140729666682644;
14/04/2004;     16,06;          1,00059119;     104,2756832844654290;
15/04/2004;     15,86;          1,00058435;     104,3366167799927064;
16/04/2004;     15,86;          1,00058435;     104,3975858820080952;
19/04/2004;     15,88;          1,00058503;     104,4586616016766464;
20/04/2004;     15,88;          1,00058503;     104,5197730524734752;
22/04/2004;     15,86;          1,00058435;     104,5808491818566881;
23/04/2004;     15,85;          1,00058400;     104,6419243977788924;
26/04/2004;     15,84;          1,00058366;     104,7029997033729001;
27/04/2004;     15,83;          1,00058332;     104,7640750571598715;
28/04/2004;     15,82;          1,00058298;     104,8251504176366946;
29/04/2004;     15,80;          1,00058229;     104,8861890544733803;
30/04/2004;     15,80;          1,00058229;     104,9472632334979096;
03/05/2004;     15,79;          1,00058195;     105,0083372933366437;
04/05/2004;     15,79;          1,00058195;     105,0694468952245009;
05/05/2004;     15,78;          1,00058160;     105,1305552855387635;
06/05/2004;     15,77;          1,00058126;     105,1916634721040358;
07/05/2004;     15,76;          1,00058092;     105,2527714132482504;
10/05/2004;     15,75;          1,00058058;     105,3138790672753541;
11/05/2004;     15,74;          1,00058023;     105,3749853393265593;
12/05/2004;     15,73;          1,00057989;     105,4360912395749814;
13/05/2004;     15,74;          1,00058023;     105,4972684227949200;
14/05/2004;     15,77;          1,00058126;     105,5585897650383537;
17/05/2004;     15,76;          1,00058092;     105,6199108610046598;
18/05/2004;     15,75;          1,00058058;     105,6812316688523419;
19/05/2004;     15,73;          1,00057989;     105,7425151582847927;
20/05/2004;     15,77;          1,00058126;     105,8039790526456973;
21/05/2004;     15,81;          1,00058263;     105,8656236249611403;
24/05/2004;     15,80;          1,00058229;     105,9272681189417189;
25/05/2004;     15,79;          1,00058195;     105,9889124926235370;
26/05/2004;     15,80;          1,00058229;     106,0506287764788668;
27/05/2004;     15,79;          1,00058195;     106,1123449398953387;
28/05/2004;     15,78;          1,00058160;     106,1740598797123818;
31/05/2004;     15,78;          1,00058160;     106,2358107129384225;
01/06/2004;     15,78;          1,00058160;     106,2975974604490675;
02/06/2004;     15,75;          1,00058058;     106,3593117195826550;
03/06/2004;     15,76;          1,00058092;     106,4210979709467950;
04/06/2004;     15,79;          1,00058195;     106,4830297289109875;
07/06/2004;     15,82;          1,00058298;     106,5451072055823480;
08/06/2004;     15,84;          1,00058366;     106,6072933228539582;
09/06/2004;     15,82;          1,00058298;     106,6694432427153156;
11/06/2004;     15,79;          1,00058195;     106,7315195252104138;
14/06/2004;     15,80;          1,00058229;     106,7936682217147485;
15/06/2004;     15,82;          1,00058298;     106,8559267944146438;
16/06/2004;     15,80;          1,00058229;     106,9181479320277635;
17/06/2004;     15,79;          1,00058195;     106,9803689482168071;
18/06/2004;     15,79;          1,00058195;     107,0426261739262218;
21/06/2004;     15,81;          1,00058263;     107,1049924192139365;
22/06/2004;     15,82;          1,00058298;     107,1674324876944898;
23/06/2004;     15,79;          1,00058195;     107,2297985750307036;
24/06/2004;     15,79;          1,00058195;     107,2922009563114427;
25/06/2004;     15,80;          1,00058229;     107,3546761320062933;
28/06/2004;     15,81;          1,00058263;     107,4172241869610841;
29/06/2004;     15,81;          1,00058263;     107,4798086842891333;
30/06/2004;     15,80;          1,00058229;     107,5423931020879080;
01/07/2004;     15,80;          1,00058229;     107,6050139621673228;
02/07/2004;     15,81;          1,00058263;     107,6677078714521003;
05/07/2004;     15,80;          1,00058229;     107,7304017010685682;
06/07/2004;     15,80;          1,00058229;     107,7931320366750834;
07/07/2004;     15,79;          1,00058195;     107,8558622498638264;
08/07/2004;     15,77;          1,00058126;     107,9185545483551823;
09/07/2004;     15,77;          1,00058126;     107,9812832873719592;
12/07/2004;     15,78;          1,00058160;     108,0440852017318948;
13/07/2004;     15,78;          1,00058160;     108,1069236416852220;
14/07/2004;     15,76;          1,00058092;     108,1697251157671498;
15/07/2004;     15,77;          1,00058126;     108,2325998501879406;
16/07/2004;     15,76;          1,00058092;     108,2954743320929118;
19/07/2004;     15,76;          1,00058092;     108,3583853390419112;
20/07/2004;     15,76;          1,00058092;     108,4213328922530674;
21/07/2004;     15,75;          1,00058058;     108,4842801497036517;
22/07/2004;     15,75;          1,00058058;     108,5472639530729667;
23/07/2004;     15,75;          1,00058058;     108,6102843235788418;
26/07/2004;     15,75;          1,00058058;     108,6733412824514252;
27/07/2004;     15,75;          1,00058058;     108,7364348509331908;
28/07/2004;     15,76;          1,00058092;     108,7996020206667949;
29/07/2004;     15,78;          1,00058160;     108,8628798692020147;
30/07/2004;     15,82;          1,00058298;     108,9263447509081621;
02/08/2004;     15,82;          1,00058298;     108,9898466313710466;
03/08/2004;     15,82;          1,00058298;     109,0533855321602033;
04/08/2004;     15,83;          1,00058332;     109,1169985530088230;
05/08/2004;     15,84;          1,00058366;     109,1806857803842721;
06/08/2004;     15,86;          1,00058435;     109,2444855141200396;
09/08/2004;     15,86;          1,00058435;     109,3083225292302157;
10/08/2004;     15,87;          1,00058469;     109,3722340123298313;
11/08/2004;     15,88;          1,00058503;     109,4362200503940646;
12/08/2004;     15,88;          1,00058503;     109,5002435222101467;
13/08/2004;     15,88;          1,00058503;     109,5643044496779453;
16/08/2004;     15,88;          1,00058503;     109,6284028547101403;
17/08/2004;     15,88;          1,00058503;     109,6925387592322314;
18/08/2004;     15,87;          1,00058469;     109,7566748897193669;
19/08/2004;     15,86;          1,00058435;     109,8208112026911744;
20/08/2004;     15,85;          1,00058400;     109,8849465564335461;
23/08/2004;     15,84;          1,00058366;     109,9490820043406741;
24/08/2004;     15,83;          1,00058332;     110,0132175028554461;
25/08/2004;     15,84;          1,00058366;     110,0774278173831627;
26/08/2004;     15,86;          1,00058435;     110,1417515623282505;
27/08/2004;     15,88;          1,00058503;     110,2061877912447594;
30/08/2004;     15,91;          1,00058606;     110,2707752296616963;
31/08/2004;     15,91;          1,00058606;     110,3354005201927919;
01/09/2004;     15,92;          1,00058640;     110,4001011990578329;
02/09/2004;     15,92;          1,00058640;     110,4648398184009604;
03/09/2004;     15,92;          1,00058640;     110,5296164004704708;
06/09/2004;     15,92;          1,00058640;     110,5944309675277066;
08/09/2004;     15,93;          1,00058674;     110,6593211439535939;
09/09/2004;     15,93;          1,00058674;     110,7242493940415972;
10/09/2004;     15,94;          1,00058709;     110,7892544936183451;
13/09/2004;     15,95;          1,00058743;     110,8543354253855313;
14/09/2004;     15,97;          1,00058811;     110,9195299685925548;
15/09/2004;     15,97;          1,00058811;     110,9847628533623837;
16/09/2004;     16,22;          1,00059667;     111,0509841318140995;
17/09/2004;     16,23;          1,00059701;     111,1172826798506338;
20/09/2004;     16,24;          1,00059735;     111,1836585886594426;
21/09/2004;     16,24;          1,00059735;     111,2500741471173783;
22/09/2004;     16,24;          1,00059735;     111,3165293789091589;
23/09/2004;     16,24;          1,00059735;     111,3830243077336503;
24/09/2004;     16,24;          1,00059735;     111,4495589573038750;
27/09/2004;     16,24;          1,00059735;     111,5161333513470204;
28/09/2004;     16,24;          1,00059735;     111,5827475136044476;
29/09/2004;     16,23;          1,00059701;     111,6493635296975446;
30/09/2004;     16,24;          1,00059735;     111,7160572770020094;
01/10/2004;     16,23;          1,00059701;     111,7827528803569524;
04/10/2004;     16,22;          1,00059667;     111,8494502955180749;
05/10/2004;     16,20;          1,00059598;     111,9161103309051978;
06/10/2004;     16,22;          1,00059667;     111,9828873164563390;
07/10/2004;     16,23;          1,00059701;     112,0497422200131366;
08/10/2004;     16,24;          1,00059735;     112,1166751335282614;
11/10/2004;     16,24;          1,00059735;     112,1836480294192746;
13/10/2004;     16,24;          1,00059735;     112,2506609315696482;
14/10/2004;     16,24;          1,00059735;     112,3177138638771213;
15/10/2004;     16,24;          1,00059735;     112,3848068502537083;
18/10/2004;     16,24;          1,00059735;     112,4519399146257073;
19/10/2004;     16,24;          1,00059735;     112,5191130809337090;
20/10/2004;     16,24;          1,00059735;     112,5863263731326048;
21/10/2004;     16,74;          1,00061439;     112,6554982861929937;
22/10/2004;     16,74;          1,00061439;     112,7247126977850478;
25/10/2004;     16,74;          1,00061439;     112,7939696340194400;
26/10/2004;     16,74;          1,00061439;     112,8632691210228852;
27/10/2004;     16,74;          1,00061439;     112,9326111849381504;
28/10/2004;     16,74;          1,00061439;     113,0019958519240646;
29/10/2004;     16,74;          1,00061439;     113,0714231481555282;
01/11/2004;     16,74;          1,00061439;     113,1408930998235235;
03/11/2004;     16,73;          1,00061405;     113,2103672652314701;
04/11/2004;     16,73;          1,00061405;     113,2798840912506855;
05/11/2004;     16,73;          1,00061405;     113,3494436040769180;
08/11/2004;     16,74;          1,00061439;     113,4190843687328268;
09/11/2004;     16,74;          1,00061439;     113,4887679199781326;
10/11/2004;     16,74;          1,00061439;     113,5584942841004879;
11/11/2004;     16,74;          1,00061439;     113,6282634874036964;
12/11/2004;     16,74;          1,00061439;     113,6980755562077224;
16/11/2004;     16,74;          1,00061439;     113,7679305168487008;
17/11/2004;     16,74;          1,00061439;     113,8378283956789475;
18/11/2004;     17,24;          1,00063136;     113,9097010470148434;
19/11/2004;     17,24;          1,00063136;     113,9816190758678867;
22/11/2004;     17,23;          1,00063102;     114,0535437571371408;
23/11/2004;     17,23;          1,00063102;     114,1255138243187695;
24/11/2004;     17,24;          1,00063136;     114,1975681087268914;
25/11/2004;     17,23;          1,00063102;     114,2696290581548602;
26/11/2004;     17,22;          1,00063068;     114,3416966278092573;
29/11/2004;     17,22;          1,00063068;     114,4138096490384841;
30/11/2004;     17,21;          1,00063035;     114,4859303939507555;
01/12/2004;     17,23;          1,00063102;     114,5581733057479463;
02/12/2004;     17,23;          1,00063102;     114,6304618042673394;
03/12/2004;     17,23;          1,00063102;     114,7027959182750681;
06/12/2004;     17,24;          1,00063136;     114,7752146755060303;
07/12/2004;     17,24;          1,00063136;     114,8476791550435578;
08/12/2004;     17,24;          1,00063136;     114,9201893857548861;
09/12/2004;     17,24;          1,00063136;     114,9927453965254763;
10/12/2004;     17,24;          1,00063136;     115,0653472162590266;
13/12/2004;     17,24;          1,00063136;     115,1379948738774839;
14/12/2004;     17,24;          1,00063136;     115,2106883983210552;
15/12/2004;     17,25;          1,00063170;     115,2834669901822746;
16/12/2004;     17,74;          1,00064826;     115,3582006504933302;
17/12/2004;     17,74;          1,00064826;     115,4329827576470190;
20/12/2004;     17,74;          1,00064826;     115,5078133430494912;
21/12/2004;     17,74;          1,00064826;     115,5826924381272565;
22/12/2004;     17,74;          1,00064826;     115,6576200743271969;
23/12/2004;     17,74;          1,00064826;     115,7325962831165802;
24/12/2004;     17,74;          1,00064826;     115,8076210959830734;
27/12/2004;     17,74;          1,00064826;     115,8826945444347554;
28/12/2004;     17,74;          1,00064826;     115,9578166600001306;
29/12/2004;     17,74;          1,00064826;     116,0329874742281423;
30/12/2004;     17,75;          1,00064860;     116,1082464699039267;
31/12/2004;     17,75;          1,00064860;     116,1835542785643064;
03/01/2005;     17,74;          1,00064826;     116,2588714294609285;
04/01/2005;     17,74;          1,00064826;     116,3342374054537908;
05/01/2005;     17,74;          1,00064826;     116,4096522381942503;
06/01/2005;     17,74;          1,00064826;     116,4851159593541821;
